Artist,SongTitle,BPM,Key,Genre,Vocal/Instrumental,EnergyLevel,SongStructure,Lyrics/Theme,Instrumentation,CulturalContext,Popularity,Era
"ArjunJanya","ChuttuChuttu",128,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"V.Harikrishna","BombeHelutaite",100,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"ArjunJanya","Upavaasa",120,AMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"V.Harikrishna","OBaby",128,F#Minor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","BaaMaleyeBaa",130,GMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"V.Harikrishna","HuttidaOoranu",138,DMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"ArjunJanya","NeeneModaluNeeneKone",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","MattheMaleyagide",120,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"AnoopSeelin","NeeNannaOlavu",125,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","AnnangeLoveAagide",130,F#Major,Romantic,Vocal,High,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"Gurukiran","YaareNeenu",120,CMinor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","UsireUsire",128,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","BelliDoni",130,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","AadisidaataBesaraMoodi",138,BMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","MuguluNage",112,EMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"ArjunJanya","SummaneHeege",120,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","ChakravarthyTheme",128,FMajor,Dance,Instrumental,High,Instrumental,Energetic,IndianInstruments,Kannada,High,2010s
"AnoopSeelin","AakashaaneAdarisuva",130,CMajor,Folk,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","NilleNille",138,AMajor,Dance,Vocal,VeryHigh,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"Gurukiran","MaleNinthuHodaMele",120,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","Chippinolagade",128,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","KannadaveNammamma",130,BMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"AnoopSeelin","OndanonduKaaladinda",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","BaahubaliTitleSong",120,CMinor,Patriotic,Vocal,High,Verse-Chorus,Pride,IndianInstruments,Kannada,High,2010s
"ArjunJanya","SanjeHothu",128,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","Saaluthillave",130,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","BaanaDaariyalli",138,F#Minor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","HeegeDoora",112,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"Gurukiran","OMalligeNinondige",120,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","Kanasalu",128,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","BareBare",130,GMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"AnoopSeelin","Thangaliye",138,DMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","RaajakumaraTitleSong",112,AMajor,Patriotic,Vocal,High,Verse-Chorus,Pride,IndianInstruments,Kannada,High,2010s
"ArjunJanya","NeeNannaOlavu",120,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","Kannmaniye",128,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","NeenireSaniha",130,DMajor,Folk,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","Annabondana",138,EMajor,Dance,Vocal,VeryHigh,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"Gurukiran","ElliruveManavaKaduva",120,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","KatheyondaHelide",128,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","BaanuKempadanthe",130,GMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"AnoopSeelin","AraluvaHoovugale",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","Bilumaadisabeda",120,BMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"ArjunJanya","KoodiItta",128,FMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Kannada,High,2010s
"V.Harikrishna","Jagadaliro",130,CMinor,Patriotic,Vocal,High,Verse-Chorus,Pride,IndianInstruments,Kannada,High,2010s
"AnoopSeelin","BalaKrishna",138,AMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"Gurukiran","BaBaBannadaBuguri",112,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","PremaKavali",120,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","AaleSaachuputta",128,BMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","Kareyole",130,GMajor,Folk,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"V.Harikrishna","Raambo2Theme",138,DMajor,Dance,Instrumental,High,Instrumental,Energetic,IndianInstruments,Kannada,High,2010s
"Gurukiran","KanasugaranaOnduKanasu",120,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Kannada,High,2000s
"ArjunJanya","MaraliMarali",128,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Kannada,High,2010s
"V.Harikrishna","HaraHara",130,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Kannada,High,2010s
"AnoopSeelin","OMeghave",138,EMajor,Folk,Vocal,VeryHigh,Verse-Chorus,Celebration,IndianInstruments,Kannada,High,2010s
"GopiSundar","JimikkiKammal",128,FMajor,Dance,Vocal,High,Verse-Chorus,Fun,Percussion,Malayalam,High,2010s
"Vidyasagar","MazhayeMazhaye",100,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"ShaanRahman","Kallumoosi",120,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Malayalam,High,2010s
"GopiSundar","Mandhara",128,F#Major,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Malayalam,High,2010s
"RahulRaj","Malare",130,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"ShaanRahman","ThaarameThaarame",138,DMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"GopiSundar","KattappanayileHrithikRoshan",112,EMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Malayalam,High,2010s
"Vidyasagar","NenjukkulPeidhidum",120,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"ShaanRahman","EthoMazhayil",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","KanneerPoovinte",138,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"GopiSundar","EntammedeJimikkiKammal",120,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Percussion,Malayalam,High,2010s
"Vidyasagar","Pistah",128,FMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Malayalam,High,2010s
"ShaanRahman","ThudakkamMangalyam",138,F#Major,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Malayalam,High,2010s
"GopiSundar","Muthuchippi",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"Vidyasagar","AaroViralMeetti",120,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","EeShishirakaalam",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","MazhaneerThullikal",138,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"GopiSundar","AluvaPuzha",120,CMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","Cherathukal",128,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","Puthumazhayayi",138,F#Major,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","ThumbiPenne",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"GopiSundar","DooreDoore",120,BMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","Neerpalunkukal",130,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","Rajahamsame",138,DMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2000s
"RahulRaj","KurumbathiChundariNee",112,EMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"GopiSundar","Premamennaal",120,CMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","OlanjaliKuruvi",128,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","AmbalapuzheUnnikannanoduNee",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2000s
"RahulRaj","Hemanthamen",138,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"GopiSundar","OruMexicanAparatha",120,BMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Malayalam,High,2010s
"Vidyasagar","EeranKaatinEenamPole",128,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","TheriTalwar",130,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Malayalam,High,2010s
"RahulRaj","Enundodee",138,DMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"GopiSundar","VaanamThilathilakkanu",112,EMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Malayalam,High,2010s
"Vidyasagar","MalarvaadiArtsClub",120,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Malayalam,High,2010s
"ShaanRahman","ArikilPathiye",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","MizhiyilNinnum",138,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"GopiSundar","ThennalNilavinte",120,BMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","AaroNenjil",128,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","ILoveYouMummy",130,GMajor,Emotional,Vocal,High,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"RahulRaj","ArikilOraal",138,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"GopiSundar","MalareNinne",120,CMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","AnuragaVilochananayi",128,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","AluvaPuzha",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","PuzhaVannu",138,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2010s
"GopiSundar","Neelakasham",120,BMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"Vidyasagar","Thumbikkinnaram",128,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"ShaanRahman","AethuKariRaavilum",130,GMajor,Romantic,Vocal,High,Verse-Chorus,Love,Synth,Malayalam,High,2010s
"RahulRaj","MazhayeThoomazhaye",138,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Malayalam,High,2000s
"YoYoHoneySingh","LungiDance",130,CMajor,Dance,Vocal,High,Verse-Chorus,Tribute,IndianInstruments,Punjabi,High,2010s
"DiljitDosanjh","DoYouKnow",100,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"Badshah","Mercy",110,GMinor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"AmmyVirk","Qismat",120,AMinor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"GuruRandhawa","Lahore",100,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,Synth,Punjabi,High,2010s
"JasmineSandlas","IllegalWeapon",130,FMinor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"DiljitDosanjh","5Taara",108,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","BrownRang",140,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"AmrinderGill","Dairy",128,BMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"GuruRandhawa","Suit",100,EMinor,Dance,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Punjabi,High,2010s
"Badshah","DJWaleyBabu",110,F#Major,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"JazzyB","Naag",120,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2000s
"DiljitDosanjh","PatialaPeg",95,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","AngrejiBeat",128,FMinor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"GuruRandhawa","HighRatedGabru",100,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"AmmyVirk","TodDaEDil",80,AMinor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,IndianInstruments,Punjabi,High,2020s
"Badshah","KarGayiChull",105,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","Baddal",120,DMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"DiljitDosanjh","Laembadgini",140,F#Major,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","DheereDheere",90,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"GuruRandhawa","BanJaRani",100,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"Badshah","ProperPatola",112,FMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"AmmyVirk","WangDaNaap",125,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","SipSip",105,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"DiljitDosanjh","IshqDiBaajiyaan",80,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","ChaarBotalVodka",128,FMinor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"GuruRandhawa","Patola",100,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"Badshah","KalaChashma",120,EMinor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"AmmyVirk","HathChumme",85,CMajor,Emotional,Vocal,Moderate,Verse-Chorus,Heartbreak,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","PunjabiMutiyaran",130,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"DiljitDosanjh","RaatDiGedi",138,F#Major,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","DesiKalakaar",110,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"GuruRandhawa","Downtown",100,AMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"Badshah","AajRaatKaScene",120,F#Major,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"AmmyVirk","Qismat(Remix)",128,CMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","RaatJashanDi",105,DMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"DiljitDosanjh","SinghisBling",100,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","GurNaloIshqMitha",120,EMajor,Dance,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Punjabi,High,2010s
"GuruRandhawa","YaarModDo",110,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"Badshah","SaturdaySaturday",128,GMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"AmmyVirk","KalaSuit",100,AMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","SipSip2.0",120,F#Major,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"DiljitDosanjh","JindMahi",130,CMajor,Dance,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Punjabi,High,2010s
"YoYoHoneySingh","Khalaara",100,DMajor,Dance,Vocal,High,Verse-Chorus,Fun,Synth,Punjabi,High,2010s
"GuruRandhawa","SlowlySlowly",108,EMinor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"Badshah","Heartless",120,FMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Punjabi,High,2010s
"AmmyVirk","GallanTeriya",130,GMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","MithiMithi",100,AMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,Synth,Punjabi,High,2010s
"DiljitDosanjh","G.O.A.T.",120,F#Major,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2020s
"YoYoHoneySingh","Makhna",108,GMajor,Dance,Vocal,High,Verse-Chorus,Party,Synth,Punjabi,High,2010s
"GuruRandhawa","MadeinIndia",95,CMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"Badshah","AeMereDes",120,F#Major,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"AmmyVirk","Taara",130,GMajor,Romantic,Vocal,Moderate,Verse-Chorus,Love,IndianInstruments,Punjabi,High,2010s
"JasmineSandlas","PattLaiGeya",100,AMajor,Dance,Vocal,High,Verse-Chorus,Celebration,IndianInstruments,Punjabi,High,2010s
"DiljitDosanjh","BeautifulBillo",120,BMajor,Dance,Vocal,High,Verse-Chorus,Fun,IndianInstruments,Punjabi,High,2020s
"LouisArmstrong","WhataWonderfulWorld",75,FMajor,Jazz,Vocal,Moderate,Verse-Chorus,Optimism,Trumpet,International,High,1960s
"EllaFitzgerald","Summertime",80,AMinor,Jazz,Vocal,Moderate,Verse-Chorus,Summer,Saxophone,International,High,1930s
"FrankSinatra","FlyMetotheMoon",115,CMajor,Jazz,Vocal,Moderate,Verse-Chorus,Romance,Piano,International,High,1960s
"NinaSimone","FeelingGood",85,AMinor,Jazz,Vocal,High,Verse-Chorus,Empowerment,Piano,International,High,1960s
"BillieHoliday","StrangeFruit",75,BMinor,Jazz,Vocal,Moderate,Verse-Chorus,SocialCommentary,Piano,International,High,1930s
"JohnColtrane","MyFavoriteThings",145,DMajor,Jazz,Instrumental,Moderate,AABAForm,Joy,Saxophone,International,High,1960s
"DukeEllington","Takethe'A'Train",150,CMajor,Jazz,Instrumental,High,AABAForm,Swing,Trumpet,International,High,1940s
"MilesDavis","SoWhat",90,DDorian,Jazz,Instrumental,Moderate,AABAForm,ModalJazz,Trumpet,International,High,1950s
"ChetBaker","MyFunnyValentine",85,FMajor,Jazz,Vocal,Moderate,Verse-Chorus,Romance,Trumpet,International,High,1950s
"TheloniousMonk","RoundMidnight",65,E♭Major,Jazz,Instrumental,Moderate,AABAForm,Reflection,Piano,International,High,1940s
"EllaFitzgerald&LouisArmstrong","CheektoCheek",120,GMajor,Jazz,Vocal,High,Verse-Chorus,Romance,Trumpet,International,High,1950s
"NatKingCole","Unforgettable",70,CMajor,Jazz,Vocal,Moderate,Verse-Chorus,Love,Piano,International,High,1950s
"ArtBlakey&TheJazzMessengers","Moanin'",100,FMinor,Jazz,Instrumental,High,AABAForm,Groove,Drums,International,High,1950s
"CountBasie","AprilinParis",140,DMajor,Jazz,Instrumental,High,AABAForm,Spring,Piano,International,High,1950s
"CharlieParker","AutumninNewYork",120,FMajor,Jazz,Instrumental,Moderate,AABAForm,Season,Saxophone,International,High,1950s
"LouisArmstrong&EllaFitzgerald","TheyCan'tTakeThatAwayfromMe",160,B♭Major,Jazz,Vocal,High,Verse-Chorus,Love,Trumpet,International,High,1950s
"DaveBrubeckQuartet","TakeFive",170,E♭Minor,Jazz,Instrumental,High,AABAForm,UnconventionalTimeSignature,Piano,International,High,1960s
"SarahVaughan","LullabyofBirdland",160,B♭Major,Jazz,Vocal,High,Verse-Chorus,Love,Piano,International,High,1950s
"WesMontgomery","RoundMidnight",80,E♭Major,Jazz,Instrumental,Moderate,AABAForm,Reflection,Guitar,International,High,1960s
"BillEvansTrio","WaltzforDebby",100,FMajor,Jazz,Instrumental,Moderate,AABAForm,Nostalgia,Piano,International,High,1960s
"StanGetz&JoãoGilberto","TheGirlfromIpanema",116,FMajor,BossaNova,Vocal,Moderate,AABAForm,Romance,Saxophone,International,High,1960s
"HerbieHancock","WatermelonMan",100,FMinor,Jazz,Instrumental,High,AABAForm,Groove,Piano,International,High,1960s
"FrankSinatra","MyWay",75,DMajor,Jazz,Vocal,Moderate,Verse-Chorus,Self-Reflection,Piano,International,High,1960s
"LouisArmstrong","St.JamesInfirmaryBlues",80,E♭Major,Jazz,Vocal,Moderate,AABAForm,Blues,Trumpet,International,High,1920s
"ChickCorea","Spain",100,DDorian,Jazz,Instrumental,High,AABAForm,Fusion,Piano,International,High,1970s
"BennyGoodman","Sing,Sing,Sing",200,E♭Major,Jazz,Instrumental,High,AABAForm,Swing,Clarinet,International,High,1930s
"NinaSimone","Sinnerman",120,FMinor,Jazz,Vocal,High,AABAForm,Repentance,Piano,International,High,1960s
"JohnColtrane","GiantSteps",240,CMajor,Jazz,Instrumental,High,AABAForm,ComplexHarmony,Saxophone,International,High,1960s
"DjangoReinhardt","MinorSwing",200,DMinor,Jazz,Instrumental,High,AABAForm,GypsyJazz,Guitar,International,High,1930s
"EllaFitzgerald","BlueSkies",120,GMajor,Jazz,Vocal,Moderate,Verse-Chorus,Optimism,Trumpet,International,High,1940s
"FrankSinatra","StrangersintheNight",120,FMajor,Jazz,Vocal,Moderate,Verse-Chorus,Romance,Piano,International,High,1960s
"LouisArmstrong","Hello,Dolly!",130,B♭Major,Jazz,Vocal,High,Verse-Chorus,Celebration,Trumpet,International,High,1960s
"CharlieParker","Billie'sBounce",200,FMajor,Jazz,Instrumental,High,AABAForm,Bebop,Saxophone,International,High,1940s
"MilesDavis","AllBlues",90,GMixolydian,Jazz,Instrumental,Moderate,AABAForm,ModalJazz,Trumpet,International,High,1950s
"EllaFitzgerald&LouisArmstrong","Let'sCalltheWholeThingOff",130,B♭Major,Jazz,Vocal,High,Verse-Chorus,Playful,Trumpet,International,High,1950s
"JohnColtrane","BlueTrain",180,CMinor,Jazz,Instrumental,High,AABAForm,Expressive,Saxophone,International,High,1950s
"DukeEllington","MoodIndigo",85,B♭Major,Jazz,Instrumental,Moderate,AABAForm,Moody,Piano,International,High,1930s
"BillieHoliday","GodBlesstheChild",70,FMajor,Jazz,Vocal,Moderate,AABAForm,Wisdom,Piano,International,High,1940s
"HerbieHancock","CantaloupeIsland",110,FDorian,Jazz,Instrumental,High,AABAForm,Groove,Piano,International,High,1960s
"SarahVaughan","AutumninNewYork",75,FMajor,Jazz,Vocal,Moderate,AABAForm,Season,Piano,International,High,1940s
"LouisArmstrong","WhentheSaintsGoMarchingIn",110,FMajor,Jazz,Vocal,High,AABAForm,Spiritual,Trumpet,International,High,1930s
"WesMontgomery","WestCoastBlues",120,FMajor,Jazz,Instrumental,High,AABAForm,Blues,Guitar,International,High,1960s
"NinaSimone","IPutaSpellonYou",90,GMinor,Jazz,Vocal,High,AABAForm,Enchantment,Piano,International,High,1960s
"FrankSinatra","TheWayYouLookTonight",115,GMajor,Jazz,Vocal,Moderate,Verse-Chorus,Romance,Piano,International,High,1930s
"CountBasie","OneO'ClockJump",150,CMajor,Jazz,Instrumental,High,AABAForm,Swing,Piano,International,High,1930s
"JohnColtrane&JohnnyHartman","LushLife",70,B♭Major,Jazz,Vocal,Moderate,AABAForm,Reflection,Saxophone,International,High,1960s
"CharlieParker","Confirmation",230,FMajor,Jazz,Instrumental,High,AABAForm,Bebop,Saxophone,International,High,1940s
